Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Latitude,Longitude
RPT-100871,18-11-2024,16-11-2024,09:06,Bangalore,G707,Fraud,65,Male,Blunt Object,Public,21,No,,12.98488936,77.60452688
RPT-100872,03-11-2024,27-10-2024,21:37,Chennai,A101,Cyber Crime,22,Other,None,Private,18,No,,13.0934934,80.26526032
RPT-100873,04-09-2025,21-08-2025,16:52,Hyderabad,G707,Cyber Crime,57,Male,None,Residential,20,Yes,24:39.5,17.38118642,78.47215083
RPT-100874,15-11-2024,31-10-2024,15:14,Hyderabad,A101,Cyber Crime,51,Male,Gun,Commercial,22,No,,17.3913694,78.50295648
RPT-100875,03-12-2024,23-11-2024,00:47,Bangalore,D404,Robbery,44,Female,Blunt Object,Residential,16,No,,12.98085095,77.58740151
RPT-100876,12-06-2025,04-06-2025,12:00,Chennai,D404,Cyber Crime,12,Male,Poison,Residential,1,No,,13.0733813,80.25693236
RPT-100877,22-03-2025,14-03-2025,00:16,Chennai,D404,Robbery,52,Female,Blunt Object,Public,9,No,,13.0795683,80.28180392
RPT-100878,01-05-2025,30-04-2025,14:28,Pune,D404,Assault,19,Other,Unknown,Public,6,No,,18.50214936,73.840953
RPT-100879,31-01-2025,17-01-2025,22:56,Kolkata,E505,Burglary,35,Other,None,Private,9,No,,22.57720561,88.36261418
RPT-100880,03-03-2025,23-02-2025,05:09,Hyderabad,F606,Robbery,52,Male,Gun,Commercial,4,No,,17.38980584,78.48706799
RPT-100881,29-03-2025,14-03-2025,20:12,Mumbai,B202,Burglary,66,Other,Poison,Residential,11,No,,19.05616356,72.87118815
RPT-100882,14-09-2025,13-09-2025,21:06,Mumbai,C303,Fraud,25,Other,None,Residential,22,No,,19.07690409,72.89503341
RPT-100883,08-08-2025,05-08-2025,10:03,Chennai,C303,Assault,69,Male,Blunt Object,Cyber,27,No,,13.07228176,80.28718395
RPT-100884,26-05-2025,18-05-2025,11:30,Kolkata,E505,Kidnapping,65,Female,Unknown,Transport,2,No,,22.57790601,88.37806986
RPT-100885,17-05-2025,03-05-2025,17:08,Hyderabad,C303,Robbery,60,Other,Blunt Object,Cyber,7,Yes,24:39.5,17.37669261,78.46829437
RPT-100886,31-10-2025,30-10-2025,04:16,Hyderabad,F606,Kidnapping,20,Female,Gun,Private,5,No,,17.38966454,78.47543241
RPT-100887,11-01-2025,27-12-2024,17:59,Delhi,C303,Assault,28,Other,Poison,Private,8,No,,28.71753129,77.10901387
RPT-100888,25-07-2025,22-07-2025,11:19,Hyderabad,F606,Fraud,51,Male,Poison,Public,30,Yes,24:39.5,17.3816056,78.48319087
RPT-100889,22-11-2024,19-11-2024,05:10,Mumbai,E505,Theft,57,Male,Poison,Public,1,No,,19.05708172,72.89566024
RPT-100890,13-03-2025,06-03-2025,12:48,Kolkata,B202,Fraud,83,Male,Knife,Commercial,13,Yes,24:39.5,22.58118884,88.36100838
RPT-100891,03-12-2024,20-11-2024,16:16,Hyderabad,B202,Cyber Crime,54,Other,Unknown,Transport,21,No,,17.39477729,78.49043781
RPT-100892,18-03-2025,15-03-2025,07:00,Mumbai,E505,Burglary,83,Other,Gun,Private,13,Yes,24:39.5,19.09360887,72.87719974
RPT-100893,06-10-2025,01-10-2025,10:03,Pune,E505,Kidnapping,38,Male,Unknown,Transport,4,Yes,24:39.5,18.52003835,73.87605806
RPT-100894,03-01-2025,19-12-2024,01:08,Bangalore,E505,Burglary,27,Female,Gun,Transport,7,No,,12.98264556,77.59601821
RPT-100895,09-10-2025,06-10-2025,22:40,Chennai,G707,Assault,31,Other,Gun,Commercial,28,No,,13.10254405,80.26603153
RPT-100896,15-12-2024,06-12-2024,07:18,Kolkata,G707,Theft,34,Other,Gun,Residential,12,No,,22.56388233,88.35348076
RPT-100897,01-02-2025,28-01-2025,14:31,Kolkata,E505,Cyber Crime,68,Female,Knife,Cyber,30,No,,22.57348,88.36195624
RPT-100898,11-03-2025,06-03-2025,04:15,Pune,C303,Burglary,17,Other,Knife,Residential,24,No,,18.52846935,73.86569614
RPT-100899,20-08-2025,17-08-2025,13:16,Pune,B202,Robbery,58,Male,None,Transport,5,Yes,24:39.5,18.52513735,73.86223115
RPT-100900,07-08-2025,30-07-2025,08:48,Hyderabad,D404,Theft,48,Male,Blunt Object,Residential,1,Yes,24:39.5,17.38528263,78.47204538
RPT-100901,04-07-2025,26-06-2025,12:41,Chennai,G707,Theft,65,Other,Poison,Cyber,28,Yes,24:39.5,13.07554902,80.28389924
RPT-100902,27-08-2025,17-08-2025,23:10,Pune,E505,Fraud,85,Other,Gun,Residential,7,Yes,24:39.5,18.50647211,73.85582998
RPT-100903,07-01-2025,31-12-2024,11:01,Hyderabad,B202,Assault,43,Other,Blunt Object,Cyber,24,Yes,24:39.5,17.38633395,78.50507375
RPT-100904,18-07-2025,12-07-2025,21:08,Kolkata,B202,Robbery,77,Female,Knife,Public,8,Yes,24:39.5,22.56063312,88.36504794
RPT-100905,31-05-2025,24-05-2025,00:41,Pune,B202,Fraud,63,Female,Unknown,Transport,17,No,,18.52331442,73.87007006
RPT-100906,24-04-2025,15-04-2025,18:57,Mumbai,F606,Theft,52,Other,None,Transport,5,No,,19.05625753,72.87622491
RPT-100907,22-12-2024,16-12-2024,19:08,Kolkata,F606,Theft,23,Female,Poison,Public,13,Yes,24:39.5,22.57865357,88.37001465
RPT-100908,09-07-2025,27-06-2025,11:44,Mumbai,E505,Assault,36,Female,Gun,Commercial,29,Yes,24:39.5,19.07411395,72.88364404
RPT-100909,16-12-2024,09-12-2024,21:04,Delhi,C303,Fraud,65,Male,Gun,Public,17,No,,28.69223552,77.11520318
RPT-100910,04-05-2025,30-04-2025,21:27,Hyderabad,G707,Fraud,75,Female,None,Transport,15,Yes,24:39.5,17.40378297,78.48359638
RPT-100911,23-12-2024,21-12-2024,03:05,Hyderabad,A101,Robbery,52,Male,Unknown,Private,30,Yes,24:39.5,17.39188226,78.47942988
RPT-100912,14-11-2025,05-11-2025,11:44,Bangalore,C303,Fraud,42,Male,Knife,Cyber,19,No,,12.97477134,77.59013529
RPT-100913,16-03-2025,15-03-2025,02:50,Chennai,F606,Assault,48,Other,Gun,Residential,20,Yes,24:39.5,13.09085844,80.28752222
RPT-100914,20-10-2025,10-10-2025,20:40,Delhi,G707,Fraud,21,Other,Gun,Residential,4,Yes,24:39.5,28.70051217,77.08530998
RPT-100915,19-07-2025,12-07-2025,23:03,Delhi,G707,Theft,33,Other,Gun,Transport,14,Yes,24:39.5,28.7194499,77.09532995
RPT-100916,05-01-2025,29-12-2024,11:19,Delhi,C303,Fraud,12,Male,Gun,Public,28,Yes,24:39.5,28.68768806,77.09229144
RPT-100917,25-05-2025,10-05-2025,20:12,Delhi,B202,Fraud,39,Female,Gun,Cyber,25,Yes,24:39.5,28.68660337,77.11430132
RPT-100918,19-04-2025,11-04-2025,21:58,Chennai,D404,Robbery,54,Female,Blunt Object,Transport,23,Yes,24:39.5,13.07347886,80.25669079
RPT-100919,09-09-2025,25-08-2025,11:09,Delhi,F606,Kidnapping,42,Female,Poison,Transport,7,Yes,24:39.5,28.71642206,77.1066575
RPT-100920,25-11-2024,20-11-2024,16:57,Mumbai,F606,Fraud,10,Male,None,Transport,12,No,,19.0839481,72.86477615
RPT-100921,14-12-2024,05-12-2024,16:20,Mumbai,E505,Assault,55,Female,Gun,Commercial,13,Yes,24:39.5,19.06122396,72.89564944
RPT-100922,24-12-2024,09-12-2024,02:26,Mumbai,E505,Cyber Crime,66,Other,None,Private,16,No,,19.08592039,72.88721468
RPT-100923,22-07-2025,21-07-2025,13:03,Mumbai,D404,Burglary,53,Other,Unknown,Private,11,No,,19.09274479,72.88680228
RPT-100924,09-12-2024,28-11-2024,19:07,Hyderabad,E505,Theft,46,Other,Blunt Object,Public,19,Yes,24:39.5,17.39566417,78.50146301
RPT-100925,18-08-2025,08-08-2025,23:19,Chennai,D404,Assault,12,Male,Blunt Object,Commercial,11,Yes,24:39.5,13.08982173,80.28283296
RPT-100926,07-03-2025,24-02-2025,02:40,Hyderabad,A101,Cyber Crime,85,Male,Knife,Residential,23,No,,17.39860211,78.46696156
RPT-100927,28-11-2025,20-11-2025,19:48,Chennai,D404,Cyber Crime,26,Male,Blunt Object,Residential,20,No,,13.07431274,80.28217672
RPT-100928,06-01-2025,28-12-2024,11:37,Kolkata,C303,Burglary,14,Other,Unknown,Commercial,26,No,,22.57097947,88.34956323
RPT-100929,18-03-2025,15-03-2025,07:57,Hyderabad,C303,Kidnapping,65,Male,Blunt Object,Public,24,No,,17.39601988,78.47001856
RPT-100930,02-08-2025,18-07-2025,02:37,Bangalore,E505,Theft,47,Other,Knife,Residential,28,No,,12.95386728,77.60754952
RPT-100931,27-09-2025,14-09-2025,17:49,Delhi,E505,Cyber Crime,49,Male,Knife,Residential,22,Yes,24:39.5,28.7211462,77.1090991
RPT-100932,17-11-2025,10-11-2025,02:18,Mumbai,E505,Cyber Crime,36,Male,Unknown,Private,9,Yes,24:39.5,19.08087323,72.85808967
RPT-100933,09-11-2024,04-11-2024,08:09,Kolkata,D404,Fraud,16,Male,Blunt Object,Private,17,No,,22.56143526,88.38345864
RPT-100934,25-04-2025,19-04-2025,10:24,Delhi,G707,Burglary,36,Male,Gun,Private,26,No,,28.72403186,77.0961065
RPT-100935,21-07-2025,18-07-2025,06:03,Delhi,G707,Burglary,69,Male,Gun,Private,16,Yes,24:39.5,28.69360549,77.11647734
RPT-100936,09-03-2025,24-02-2025,15:40,Hyderabad,C303,Fraud,35,Female,Unknown,Transport,7,Yes,24:39.5,17.3997176,78.47694232
RPT-100937,03-08-2025,24-07-2025,14:27,Chennai,C303,Burglary,66,Female,Poison,Cyber,21,Yes,24:39.5,13.10056173,80.25697943
RPT-100938,06-11-2024,05-11-2024,08:26,Mumbai,F606,Cyber Crime,77,Male,Unknown,Commercial,2,No,,19.07742688,72.8630748
RPT-100939,31-05-2025,26-05-2025,08:00,Hyderabad,F606,Theft,78,Female,Poison,Private,3,No,,17.38125499,78.48855099
RPT-100940,01-12-2025,23-11-2025,16:55,Hyderabad,F606,Kidnapping,71,Male,Gun,Transport,14,No,,17.39877145,78.47637046
RPT-100941,23-10-2025,19-10-2025,04:20,Hyderabad,A101,Cyber Crime,10,Male,Unknown,Transport,26,Yes,24:39.5,17.39870312,78.49257319
RPT-100942,02-01-2025,20-12-2024,17:18,Hyderabad,A101,Burglary,75,Female,Knife,Cyber,3,Yes,24:39.5,17.40196597,78.46810817
RPT-100943,14-02-2025,07-02-2025,22:31,Pune,D404,Burglary,59,Female,Unknown,Public,29,No,,18.52339294,73.83764444
RPT-100944,06-08-2025,04-08-2025,18:53,Hyderabad,F606,Kidnapping,45,Male,Gun,Private,11,No,,17.37048545,78.47310354
RPT-100945,08-03-2025,21-02-2025,13:01,Pune,G707,Theft,66,Other,None,Commercial,16,Yes,24:39.5,18.5308561,73.85218816
RPT-100946,24-11-2025,15-11-2025,03:50,Bangalore,C303,Robbery,78,Male,Gun,Cyber,10,No,,12.96284071,77.60595605
RPT-100947,11-01-2025,08-01-2025,07:46,Kolkata,C303,Theft,14,Male,Poison,Commercial,23,No,,22.57425862,88.36565194
RPT-100948,10-05-2025,08-05-2025,18:21,Mumbai,A101,Cyber Crime,69,Other,Gun,Public,13,No,,19.07345542,72.86887945
RPT-100949,29-01-2025,22-01-2025,16:53,Kolkata,F606,Fraud,10,Male,Unknown,Private,21,Yes,24:39.5,22.57100826,88.35260687
RPT-100950,15-02-2025,11-02-2025,05:02,Mumbai,F606,Assault,73,Other,Knife,Private,24,No,,19.08908645,72.86785673
RPT-100951,06-07-2025,28-06-2025,11:59,Chennai,B202,Assault,30,Male,Gun,Private,15,No,,13.07618778,80.28023325
RPT-100952,02-05-2025,30-04-2025,15:19,Bangalore,E505,Fraud,63,Other,Blunt Object,Commercial,25,Yes,24:39.5,12.97816548,77.59929394
RPT-100953,23-04-2025,20-04-2025,01:47,Hyderabad,A101,Cyber Crime,23,Male,Poison,Transport,3,Yes,24:39.5,17.37676018,78.4694598
RPT-100954,12-04-2025,03-04-2025,04:46,Delhi,E505,Assault,64,Other,Poison,Commercial,27,No,,28.71456016,77.10563857
RPT-100955,05-12-2025,24-11-2025,01:11,Bangalore,A101,Assault,65,Female,Unknown,Cyber,11,No,,12.97177976,77.61085628
RPT-100956,25-07-2025,21-07-2025,07:45,Pune,G707,Robbery,52,Male,Blunt Object,Private,24,Yes,24:39.5,18.5338425,73.86807767
RPT-100957,20-11-2024,05-11-2024,09:12,Chennai,F606,Assault,37,Female,Poison,Commercial,10,Yes,24:39.5,13.0800906,80.28254632
RPT-100958,09-09-2025,08-09-2025,15:56,Hyderabad,D404,Assault,61,Female,Unknown,Commercial,4,Yes,24:39.5,17.38220672,78.49624398
RPT-100959,25-11-2024,15-11-2024,15:10,Pune,G707,Kidnapping,39,Male,Gun,Commercial,8,No,,18.51319495,73.83744031
RPT-100960,31-12-2024,16-12-2024,15:26,Mumbai,B202,Robbery,83,Female,None,Residential,2,Yes,24:39.5,19.09161416,72.87404442
RPT-100961,01-05-2025,19-04-2025,05:58,Chennai,D404,Burglary,62,Male,Gun,Residential,14,Yes,24:39.5,13.08989656,80.2837774
RPT-100962,24-06-2025,11-06-2025,21:11,Mumbai,F606,Theft,51,Other,Unknown,Public,29,No,,19.05792045,72.8962041
RPT-100963,22-06-2025,14-06-2025,20:34,Delhi,E505,Robbery,45,Female,None,Commercial,3,Yes,24:39.5,28.71134303,77.11953782
RPT-100964,11-08-2025,07-08-2025,21:39,Chennai,B202,Assault,21,Male,None,Private,5,Yes,24:39.5,13.07051176,80.28340682
RPT-100965,07-11-2024,05-11-2024,14:26,Pune,B202,Burglary,76,Male,Gun,Commercial,8,Yes,24:39.5,18.50057814,73.84681147
RPT-100966,01-09-2025,25-08-2025,22:31,Chennai,C303,Fraud,78,Female,Poison,Public,21,No,,13.09615875,80.27851577
RPT-100967,11-03-2025,28-02-2025,15:29,Kolkata,G707,Kidnapping,49,Female,None,Transport,24,No,,22.57744926,88.34959411
RPT-100968,30-11-2024,20-11-2024,06:58,Delhi,A101,Robbery,76,Male,None,Residential,27,No,,28.72245384,77.09799483
RPT-100969,24-10-2025,13-10-2025,12:22,Kolkata,G707,Burglary,31,Other,Poison,Transport,27,No,,22.58670653,88.35449534
RPT-100970,16-08-2025,02-08-2025,17:48,Delhi,D404,Theft,31,Other,Unknown,Private,15,No,,28.71933057,77.11370483
RPT-100971,02-11-2025,24-10-2025,11:02,Pune,C303,Robbery,49,Male,Blunt Object,Commercial,6,No,,18.53360446,73.84868251
RPT-100972,15-11-2024,14-11-2024,10:51,Chennai,E505,Fraud,73,Female,Blunt Object,Commercial,19,No,,13.06392481,80.27805754
RPT-100973,24-04-2025,10-04-2025,03:52,Chennai,D404,Cyber Crime,16,Female,Knife,Public,27,Yes,24:39.5,13.07322666,80.27354438
RPT-100974,11-12-2024,04-12-2024,00:48,Pune,E505,Cyber Crime,85,Other,Blunt Object,Transport,7,No,,18.52949968,73.84122431
RPT-100975,27-12-2024,22-12-2024,21:43,Kolkata,G707,Kidnapping,36,Male,Poison,Public,28,Yes,24:39.5,22.56369824,88.34683614
RPT-100976,08-12-2024,29-11-2024,19:44,Kolkata,A101,Fraud,68,Male,Gun,Residential,30,No,,22.59186023,88.38058837
RPT-100977,21-11-2025,07-11-2025,13:43,Bangalore,E505,Fraud,51,Male,None,Cyber,12,No,,12.9628984,77.58095854
RPT-100978,19-01-2025,05-01-2025,09:00,Hyderabad,F606,Kidnapping,46,Female,None,Public,11,No,,17.38416314,78.50478194
RPT-100979,03-01-2025,29-12-2024,13:52,Delhi,E505,Robbery,10,Other,Poison,Cyber,24,Yes,24:39.5,28.69587022,77.11235411
RPT-100980,21-09-2025,07-09-2025,21:13,Chennai,E505,Theft,21,Female,Blunt Object,Public,2,Yes,24:39.5,13.06727043,80.2679509
RPT-100981,23-11-2024,15-11-2024,02:20,Mumbai,E505,Assault,32,Other,Knife,Commercial,14,No,,19.0662195,72.88332325
RPT-100982,30-04-2025,17-04-2025,07:02,Mumbai,D404,Cyber Crime,83,Male,Unknown,Residential,29,Yes,24:39.5,19.06365476,72.8599148
RPT-100983,22-11-2024,09-11-2024,02:25,Mumbai,A101,Cyber Crime,31,Female,None,Private,22,No,,19.07857675,72.89127062
RPT-100984,25-03-2025,11-03-2025,03:54,Mumbai,F606,Burglary,60,Male,None,Private,22,Yes,24:39.5,19.0865988,72.88654288
RPT-100985,07-09-2025,03-09-2025,14:24,Kolkata,G707,Kidnapping,31,Male,Unknown,Cyber,2,No,,22.58865679,88.34668911
RPT-100986,01-07-2025,30-06-2025,04:54,Kolkata,A101,Theft,85,Female,Blunt Object,Transport,3,No,,22.58193935,88.34957398
RPT-100987,10-06-2025,30-05-2025,22:18,Pune,D404,Robbery,21,Male,Blunt Object,Commercial,14,No,,18.50584688,73.86091989
RPT-100988,23-09-2025,11-09-2025,09:28,Hyderabad,E505,Theft,76,Other,None,Public,16,Yes,24:39.5,17.36874675,78.49203688
RPT-100989,20-10-2025,08-10-2025,13:58,Bangalore,D404,Fraud,41,Female,Unknown,Residential,25,Yes,24:39.5,12.98151542,77.61060921
RPT-100990,01-02-2025,21-01-2025,18:59,Bangalore,F606,Theft,37,Female,Blunt Object,Commercial,3,No,,12.97187607,77.58340707
RPT-100991,15-11-2025,14-11-2025,18:59,Mumbai,C303,Cyber Crime,41,Female,Knife,Private,9,Yes,24:39.5,19.0719224,72.88950249
RPT-100992,04-10-2025,22-09-2025,20:59,Kolkata,A101,Cyber Crime,55,Male,Gun,Commercial,10,Yes,24:39.5,22.55436756,88.3668025
RPT-100993,27-08-2025,14-08-2025,21:17,Bangalore,F606,Kidnapping,79,Other,Gun,Residential,14,Yes,24:39.5,12.95388677,77.58033095
RPT-100994,25-03-2025,15-03-2025,20:09,Kolkata,C303,Assault,30,Female,Gun,Public,8,No,,22.58110268,88.36037211
RPT-100995,07-11-2025,04-11-2025,07:49,Pune,G707,Burglary,58,Female,Unknown,Residential,6,Yes,24:39.5,18.50810031,73.86703434
RPT-100996,06-03-2025,23-02-2025,02:07,Kolkata,F606,Kidnapping,23,Other,Unknown,Commercial,18,Yes,24:39.5,22.58455393,88.36862473
RPT-100997,18-12-2024,05-12-2024,13:13,Bangalore,D404,Cyber Crime,25,Other,Gun,Public,20,No,,12.95271329,77.59846738
RPT-100998,04-09-2025,23-08-2025,20:00,Delhi,A101,Robbery,17,Other,Blunt Object,Private,23,Yes,24:39.5,28.71836197,77.1017868
RPT-100999,12-06-2025,02-06-2025,21:33,Delhi,B202,Cyber Crime,64,Male,Blunt Object,Private,15,Yes,24:39.5,28.71086022,77.08484562
RPT-101000,15-02-2025,04-02-2025,01:39,Bangalore,G707,Robbery,47,Other,None,Public,20,Yes,24:39.5,12.96037911,77.58172107
RPT-101001,03-06-2025,01-06-2025,16:21,Bangalore,A101,Assault,82,Other,Blunt Object,Commercial,5,Yes,24:39.5,12.98386043,77.58455104
RPT-101002,06-09-2025,04-09-2025,01:58,Kolkata,C303,Cyber Crime,81,Male,Poison,Residential,27,No,,22.56215045,88.37881512
RPT-101003,26-09-2025,19-09-2025,05:11,Bangalore,D404,Kidnapping,40,Male,Unknown,Cyber,29,Yes,24:39.5,12.98735327,77.61435632
RPT-101004,03-05-2025,18-04-2025,22:05,Kolkata,C303,Robbery,56,Male,Poison,Private,12,Yes,24:39.5,22.56595845,88.36874243
RPT-101005,10-02-2025,27-01-2025,02:51,Delhi,A101,Burglary,79,Male,Blunt Object,Private,25,Yes,24:39.5,28.70858932,77.11024631
RPT-101006,04-01-2025,31-12-2024,01:02,Hyderabad,C303,Theft,47,Female,Poison,Transport,21,No,,17.39197847,78.49270552
RPT-101007,16-12-2024,09-12-2024,17:40,Chennai,A101,Kidnapping,28,Other,Gun,Cyber,3,No,,13.09225935,80.28729323
RPT-101008,04-07-2025,24-06-2025,04:26,Chennai,C303,Burglary,60,Male,None,Private,27,No,,13.07796197,80.28238641
RPT-101009,18-09-2025,04-09-2025,22:32,Pune,B202,Fraud,78,Male,Gun,Transport,17,Yes,24:39.5,18.5020019,73.87420081
RPT-101010,18-02-2025,04-02-2025,01:38,Hyderabad,B202,Robbery,27,Other,Poison,Commercial,15,Yes,24:39.5,17.40283281,78.49349825
RPT-101011,24-05-2025,17-05-2025,02:13,Pune,A101,Cyber Crime,82,Female,Knife,Residential,12,Yes,24:39.5,18.52002771,73.86027378
RPT-101012,19-06-2025,10-06-2025,15:00,Bangalore,A101,Assault,81,Female,Blunt Object,Cyber,1,No,,12.95320734,77.60846166
RPT-101013,16-05-2025,06-05-2025,03:34,Pune,D404,Theft,82,Female,Gun,Residential,22,Yes,24:39.5,18.50052585,73.87660839
RPT-101014,07-12-2024,28-11-2024,09:47,Hyderabad,G707,Burglary,76,Female,Poison,Residential,9,No,,17.37400834,78.48647719
RPT-101015,01-12-2024,27-11-2024,09:00,Hyderabad,A101,Assault,58,Male,Unknown,Cyber,9,No,,17.39964508,78.48471923
RPT-101016,15-09-2025,10-09-2025,14:28,Bangalore,B202,Fraud,25,Male,Gun,Cyber,30,Yes,24:39.5,12.95715431,77.58652716
RPT-101017,18-08-2025,03-08-2025,18:51,Kolkata,B202,Assault,10,Other,Unknown,Private,19,Yes,24:39.5,22.55661666,88.34916462
RPT-101018,22-11-2024,18-11-2024,17:38,Pune,G707,Kidnapping,36,Male,Unknown,Public,18,No,,18.505861,73.84705923
RPT-101019,03-12-2025,29-11-2025,18:35,Chennai,F606,Theft,32,Female,None,Transport,30,No,,13.06281057,80.27706487
RPT-101020,30-06-2025,26-06-2025,08:12,Mumbai,E505,Assault,70,Female,Blunt Object,Commercial,28,No,,19.07539512,72.87419269
RPT-101021,11-09-2025,08-09-2025,19:32,Kolkata,D404,Fraud,42,Female,Blunt Object,Public,5,Yes,24:39.5,22.55595659,88.3531613
RPT-101022,22-08-2025,10-08-2025,01:04,Kolkata,C303,Robbery,70,Other,Gun,Public,3,No,,22.55263091,88.3499547
RPT-101023,11-09-2025,08-09-2025,21:05,Bangalore,B202,Cyber Crime,60,Male,Knife,Public,15,No,,12.9530671,77.60602216
RPT-101024,26-06-2025,13-06-2025,15:28,Mumbai,G707,Kidnapping,33,Male,Knife,Transport,21,No,,19.06222432,72.86384351
RPT-101025,30-08-2025,21-08-2025,14:05,Chennai,B202,Theft,28,Other,Unknown,Cyber,13,Yes,24:39.5,13.09902212,80.28474666
RPT-101026,25-05-2025,17-05-2025,08:34,Delhi,B202,Burglary,39,Other,None,Residential,15,No,,28.72048359,77.12222384
RPT-101027,19-06-2025,17-06-2025,07:13,Chennai,E505,Fraud,14,Female,Poison,Residential,23,No,,13.07989214,80.26112503
RPT-101028,24-11-2025,11-11-2025,09:14,Pune,C303,Fraud,71,Male,Blunt Object,Public,27,No,,18.50357198,73.85980197
RPT-101029,29-10-2025,15-10-2025,12:31,Delhi,G707,Cyber Crime,52,Male,Blunt Object,Commercial,6,No,,28.70382707,77.09832375
RPT-101030,03-02-2025,24-01-2025,22:25,Chennai,E505,Robbery,81,Male,None,Private,30,Yes,24:39.5,13.09889475,80.25655363
RPT-101031,18-12-2024,10-12-2024,11:07,Chennai,E505,Fraud,21,Other,Poison,Private,29,Yes,24:39.5,13.09583361,80.27150541
RPT-101032,11-03-2025,05-03-2025,07:49,Chennai,F606,Kidnapping,53,Other,Blunt Object,Cyber,14,Yes,24:39.5,13.07442037,80.25889221
RPT-101033,22-01-2025,19-01-2025,17:10,Kolkata,B202,Assault,46,Male,Unknown,Residential,11,No,,22.57843657,88.37094946
RPT-101034,01-04-2025,28-03-2025,06:37,Bangalore,D404,Burglary,47,Male,Knife,Cyber,9,Yes,24:39.5,12.98386569,77.57618703
RPT-101035,03-12-2025,20-11-2025,19:44,Delhi,B202,Cyber Crime,56,Female,Blunt Object,Residential,17,Yes,24:39.5,28.71024458,77.09110247
RPT-101036,12-11-2025,02-11-2025,19:30,Chennai,B202,Burglary,68,Female,Unknown,Residential,22,No,,13.07602119,80.27912101
RPT-101037,16-05-2025,13-05-2025,13:24,Mumbai,B202,Burglary,65,Other,Poison,Commercial,14,Yes,24:39.5,19.08966653,72.88093643
RPT-101038,05-05-2025,28-04-2025,09:05,Delhi,B202,Kidnapping,77,Other,Unknown,Commercial,7,No,,28.7234326,77.08585282
RPT-101039,03-01-2025,29-12-2024,08:05,Kolkata,A101,Robbery,76,Other,None,Commercial,12,No,,22.58832285,88.37726008
RPT-101040,02-02-2025,30-01-2025,03:51,Delhi,C303,Burglary,11,Other,Unknown,Public,27,No,,28.69147108,77.09118982
RPT-101041,22-08-2025,10-08-2025,12:47,Chennai,E505,Cyber Crime,58,Female,Blunt Object,Residential,3,Yes,24:39.5,13.10039375,80.28210742
RPT-101042,04-08-2025,22-07-2025,20:47,Pune,A101,Theft,78,Other,Unknown,Private,23,No,,18.52340347,73.85187559
RPT-101043,16-02-2025,08-02-2025,19:50,Kolkata,A101,Burglary,29,Male,Gun,Commercial,21,Yes,24:39.5,22.59089523,88.35571002
RPT-101044,21-07-2025,17-07-2025,15:40,Pune,A101,Theft,68,Female,Knife,Public,11,No,,18.52428991,73.85717002
RPT-101045,27-03-2025,13-03-2025,22:31,Mumbai,E505,Cyber Crime,27,Other,Gun,Transport,6,No,,19.09255789,72.88811287
RPT-101046,24-03-2025,21-03-2025,22:21,Pune,D404,Kidnapping,29,Other,Unknown,Residential,5,Yes,24:39.5,18.52449308,73.86886525
RPT-101047,20-04-2025,17-04-2025,09:52,Pune,C303,Cyber Crime,54,Male,Poison,Commercial,8,Yes,24:39.5,18.51193379,73.85570445
RPT-101048,27-08-2025,12-08-2025,17:52,Kolkata,D404,Burglary,37,Male,Blunt Object,Residential,13,Yes,24:39.5,22.58385497,88.37757808
RPT-101049,03-11-2024,24-10-2024,23:18,Pune,C303,Burglary,79,Female,Blunt Object,Cyber,8,Yes,24:39.5,18.51027825,73.84336718
RPT-101050,24-11-2025,22-11-2025,11:03,Hyderabad,B202,Burglary,49,Male,None,Residential,8,No,,17.39270456,78.4856148
RPT-101051,04-03-2025,18-02-2025,10:11,Mumbai,B202,Cyber Crime,11,Other,Blunt Object,Private,24,Yes,24:39.5,19.07225416,72.87644401
RPT-101052,23-11-2025,12-11-2025,06:59,Hyderabad,B202,Burglary,16,Male,Unknown,Cyber,16,No,,17.37413165,78.50404072
RPT-101053,19-12-2024,17-12-2024,11:07,Hyderabad,F606,Fraud,15,Male,None,Residential,23,Yes,24:39.5,17.38048714,78.48928774
RPT-101054,08-11-2025,04-11-2025,04:46,Pune,G707,Assault,10,Female,Poison,Transport,24,Yes,24:39.5,18.5375081,73.83816258
RPT-101055,18-11-2024,12-11-2024,15:36,Pune,C303,Robbery,51,Other,Knife,Residential,3,Yes,24:39.5,18.53520364,73.85214512
